2026-02-14 00:20:24,702 | INFO | app.main | main.py:33 | Starting Aayur AI backend...
2026-02-14 00:35:23,523 | WARNING | app.ai_models.symptom_analysis | symptom_analysis.py:81 | Transformers library not available. Using keyword-based analysis only.
2026-02-14 00:35:23,533 | INFO | app.ai_models.loader | loader.py:49 | ✓ Symptom Analysis using keyword fallback (transformers unavailable)
2026-02-14 00:35:23,535 | INFO | app.ai_models.loader | loader.py:54 | Loading Fusion Service...
2026-02-14 00:35:23,536 | INFO | app.ai_models.loader | loader.py:58 | ✓ Fusion Service loaded successfully
2026-02-14 00:35:23,537 | INFO | app.ai_models.loader | loader.py:62 | 🎉 AI model loading process completed!
2026-02-14 00:35:23,581 | INFO | app.main | main.py:46 | Backend started successfully!
2026-02-14 00:35:58,164 | INFO | app.main | main.py:33 | Starting Aayur AI backend...
2026-02-14 00:35:58,422 | INFO | app.ai_models.loader | loader.py:16 | Starting AI model loading process...
2026-02-14 00:35:58,422 | INFO | app.ai_models.loader | loader.py:19 | Loading Tongue Analysis model...
2026-02-14 00:35:58,422 | INFO | app.ai_models.loader | loader.py:23 | ✓ Tongue Analysis model loaded successfully
2026-02-14 00:35:58,423 | INFO | app.ai_models.loader | loader.py:28 | Loading Pulse Analysis model...
2026-02-14 00:35:58,423 | WARNING | app.services.pulse_service | pulse_service.py:28 | Pulse model not found at D:\AayurAI_Complete\backend\models/pulse/final_model.pth. Using random weights for dev.
2026-02-14 00:35:58,437 | INFO | app.ai_models.loader | loader.py:35 | ✓ Pulse Analysis model loaded successfully
2026-02-14 00:35:58,438 | INFO | app.ai_models.loader | loader.py:42 | Loading Symptom Analysis model...
2026-02-14 00:35:58,438 | WARNING | app.ai_models.symptom_analysis | symptom_analysis.py:81 | Transformers library not available. Using keyword-based analysis only.
2026-02-14 00:35:58,438 | INFO | app.ai_models.loader | loader.py:49 | ✓ Symptom Analysis using keyword fallback (transformers unavailable)
2026-02-14 00:35:58,438 | INFO | app.ai_models.loader | loader.py:54 | Loading Fusion Service...
2026-02-14 00:35:58,439 | INFO | app.ai_models.loader | loader.py:58 | ✓ Fusion Service loaded successfully
2026-02-14 00:35:58,439 | INFO | app.ai_models.loader | loader.py:62 | 🎉 AI model loading process completed!
2026-02-14 00:35:58,444 | INFO | app.main | main.py:46 | Backend started successfully!
2026-02-14 00:35:58,500 | INFO | app.core.middleware | middleware.py:18 | GET /api/v1/voice/supported-languages completed in 0.0107s status=200
2026-02-14 00:35:58,505 | INFO | app.core.middleware | middleware.py:18 | GET /health completed in 0.0152s status=200
2026-02-14 00:35:58,505 | INFO | app.core.middleware | middleware.py:18 | POST /api/v1/voice/extract-symptoms-from-text completed in 0.0160s status=400
2026-02-14 00:35:58,506 | INFO | app.core.middleware | middleware.py:18 | POST /api/v1/tongue/analyze completed in 0.0161s status=400
2026-02-14 00:36:00,563 | INFO | app.core.middleware | middleware.py:18 | OPTIONS /health completed in 0.0009s status=405
2026-02-14 00:36:44,461 | INFO | app.main | main.py:51 | Shutting down Aayur AI backend...
2026-02-14 00:37:28,983 | INFO | app.main | main.py:33 | Starting Aayur AI backend...
2026-02-14 00:37:29,343 | INFO | app.ai_models.loader | loader.py:16 | Starting AI model loading process...
2026-02-14 00:37:29,344 | INFO | app.ai_models.loader | loader.py:19 | Loading Tongue Analysis model...
2026-02-14 00:37:29,348 | INFO | app.ai_models.loader | loader.py:23 | ✓ Tongue Analysis model loaded successfully
2026-02-14 00:37:29,349 | INFO | app.ai_models.loader | loader.py:28 | Loading Pulse Analysis model...
2026-02-14 00:37:29,349 | WARNING | app.services.pulse_service | pulse_service.py:28 | Pulse model not found at D:\AayurAI_Complete\backend\models/pulse/final_model.pth. Using random weights for dev.
2026-02-14 00:37:29,368 | INFO | app.ai_models.loader | loader.py:35 | ✓ Pulse Analysis model loaded successfully
2026-02-14 00:37:29,369 | INFO | app.ai_models.loader | loader.py:42 | Loading Symptom Analysis model...
2026-02-14 00:37:29,370 | WARNING | app.ai_models.symptom_analysis | symptom_analysis.py:81 | Transformers library not available. Using keyword-based analysis only.
2026-02-14 00:37:29,372 | INFO | app.ai_models.loader | loader.py:49 | ✓ Symptom Analysis using keyword fallback (transformers unavailable)
2026-02-14 00:37:29,372 | INFO | app.ai_models.loader | loader.py:54 | Loading Fusion Service...
2026-02-14 00:37:29,373 | INFO | app.ai_models.loader | loader.py:58 | ✓ Fusion Service loaded successfully
2026-02-14 00:37:29,374 | INFO | app.ai_models.loader | loader.py:62 | 🎉 AI model loading process completed!
2026-02-14 00:37:29,393 | INFO | app.main | main.py:46 | Backend started successfully!
2026-02-14 00:39:41,329 | INFO | app.core.middleware | middleware.py:18 | GET /health completed in 0.0038s status=200
2026-02-14 00:39:43,490 | INFO | app.api.api_v1.endpoints.pulse | pulse.py:92 | Generated synthetic pulse: 75.0 BPM, 60s, 125Hz
2026-02-14 00:39:43,500 | INFO | app.core.middleware | middleware.py:18 | POST /api/v1/pulse/generate-synthetic-pulse completed in 0.1067s status=200
2026-02-14 00:39:45,597 | WARNING | app.services.pulse_service | pulse_service.py:28 | Pulse model not found at D:\AayurAI_Complete\backend\models/pulse/final_model.pth. Using random weights for dev.
2026-02-14 00:39:46,085 | INFO | app.services.pulse_service | pulse_service.py:143 | Pulse Analysis Complete - ML: Pitta, Ayurvedic: Pitta
2026-02-14 00:39:46,086 | WARNING | app.ai_models.symptom_analysis | symptom_analysis.py:81 | Transformers library not available. Using keyword-based analysis only.
2026-02-14 00:39:46,087 | INFO | app.services.ai_service | ai_service.py:195 | Integrating analyses: ['pulse', 'symptoms']
2026-02-14 00:39:46,088 | INFO | app.services.ai_service | ai_service.py:198 | Pulse probabilities: {'Vata': 0.009538245387375355, 'Pitta': 0.9872305989265442, 'Kapha': 1.2591965969477315e-05, 'Balanced': 0.0032185548916459084}
2026-02-14 00:39:46,088 | INFO | app.services.ai_service | ai_service.py:202 | Symptom dosha_contributions: {'vata': 0.33, 'pitta': 0.33, 'kapha': 0.33}
2026-02-14 00:39:46,089 | INFO | app.services.ai_service | ai_service.py:211 | Fusion result: {'dominant_dosha': 'Pitta', 'confidence': 0.7286601433905735, 'fused_scores': {'Vata': 0.13854467485027896, 'Pitta': 0.7286601433905735, 'Kapha': 0.1327951817591476}, 'sources': {'pulse': {'Vata': 0.009538245387375355, 'Pitta': 0.9872305989265442, 'Kapha': 1.2591965969477315e-05}, 'tongue': {'Vata': 0.0, 'Pitta': 0.0, 'Kapha': 0.0}, 'symptoms': {'Vata': 0.33, 'Pitta': 0.33, 'Kapha': 0.33}}, 'weights_used': {'tongue': 0.5, 'pulse': 0.3, 'symptoms': 0.2}}
2026-02-14 00:39:46,091 | INFO | app.core.middleware | middleware.py:18 | POST /api/v1/consultations/complete completed in 0.5069s status=200
2026-02-14 00:39:48,174 | INFO | app.core.middleware | middleware.py:18 | GET /api/v1/voice/supported-languages completed in 0.0004s status=200
2026-02-14 00:39:50,237 | INFO | app.core.middleware | middleware.py:18 | POST /api/v1/tongue/analyze completed in 0.0099s status=422
2026-02-14 00:39:52,304 | INFO | app.core.middleware | middleware.py:18 | POST /api/v1/voice/extract-symptoms-from-text completed in 0.0030s status=200
2026-02-14 00:39:54,353 | INFO | app.core.middleware | middleware.py:18 | GET /health completed in 0.0010s status=200
2026-02-14 00:39:56,402 | INFO | app.core.middleware | middleware.py:18 | OPTIONS /health completed in 0.0005s status=405
